i,ml,mom,gmm,cue,el
1,0.0129999999999999,0.32200000000000006,0.6570000000000003,0.24800000000000022,2.847
2,0.005999999999999339,0.12899999999999956,0.556,0.1949999999999994,1.2000000000000002
3,0.006999999999999673,0.16199999999999992,0.5899999999999999,0.20699999999999896,1.4160000000000004
4,0.006999999999999673,0.19100000000000072,0.5990000000000002,0.2240000000000002,2.0869999999999997
5,0.006000000000000227,0.14999999999999858,0.7199999999999989,0.24200000000000088,1.4529999999999994
6,0.008000000000000895,0.17600000000000016,0.6900000000000013,0.26500000000000057,2.2620000000000005
7,0.007999999999999119,0.17800000000000082,0.7250000000000014,0.31200000000000117,2.1140000000000008
8,0.012999999999998124,0.15899999999999892,0.6760000000000019,0.2740000000000009,1.8520000000000003
9,0.007999999999999119,0.18400000000000105,0.7349999999999994,0.26000000000000156,3.408999999999999
10,0.007999999999999119,0.17599999999999838,0.6940000000000026,0.31400000000000006,2.0429999999999993
11,0.006999999999997897,0.15500000000000114,0.6939999999999955,0.2779999999999987,2.036999999999999
12,0.006000000000000227,0.14300000000000068,0.6380000000000052,0.2120000000000033,1.0490000000000066
13,0.007999999999995566,0.18499999999999517,0.7569999999999979,0.2640000000000029,2.061
14,0.007000000000005002,0.16799999999999926,0.7650000000000006,0.23899999999999721,2.1430000000000007
15,0.007999999999995566,0.17600000000000193,0.6589999999999989,0.2569999999999979,1.5050000000000026
16,0.006999999999997897,0.16100000000000136,0.679000000000002,0.2640000000000029,10.634
17,0.007999999999995566,0.18999999999999773,0.8140000000000001,0.277000000000001,2.2580000000000027
18,0.008000000000002672,0.17200000000000415,0.6740000000000066,0.2780000000000058,1.899000000000001
19,0.006000000000000227,0.16100000000000136,0.6550000000000011,0.23099999999999454,2.0689999999999884
20,0.006999999999990791,0.14699999999999136,0.6670000000000016,0.3229999999999933,1.3489999999999895
21,0.010000000000000009,0.21300000000000008,0.635,0.23100000000000032,1.258
