i,ml,mom,gmm,cue,el
1,0.01100000000000012,0.6500000000000001,6.671,3.232000000000001,32.324000000000005
2,0.008000000000002672,0.6730000000000018,6.246000000000002,3.070999999999998,8.305
3,0.00999999999999801,0.75,7.011000000000003,3.271000000000001,13.668999999999997
4,0.006999999999990791,0.5949999999999989,6.090000000000003,2.531000000000006,7.337000000000003
5,0.008000000000009777,0.7800000000000011,6.4809999999999945,3.1060000000000088,28.084999999999994
6,0.00899999999998613,0.8129999999999882,7.859000000000009,5.515000000000015,69.25
7,0.009999999999990905,0.867999999999995,7.457999999999998,4.212999999999994,28.059999999999974
8,0.014999999999986358,0.8430000000000177,7.177000000000021,4.213999999999999,21.968000000000018
9,0.009000000000014552,0.8249999999999886,6.9739999999999895,6.951000000000022,589.894
10,0.012000000000057298,0.9500000000000455,9.110000000000014,6.133000000000038,27.187999999999988
11,0.008000000000038199,0.6240000000000236,6.294000000000096,2.725999999999999,7.055000000000064
12,0.007000000000061846,0.7080000000000837,6.301000000000045,2.8280000000000882,7.123000000000047
13,0.031000000000062755,0.9759999999999991,8.83800000000008,6.027000000000044,260.7750000000001
14,0.009000000000014552,0.8419999999998709,7.442999999999984,4.287000000000035,26.846000000000004
15,0.009999999999990905,0.8369999999999891,7.233000000000175,3.4120000000000346,21.782999999999902
16,0.009999999999990905,0.94399999999996,6.760999999999967,4.332000000000107,17.07400000000007
17,0.013999999999896318,0.7210000000000036,6.987999999999829,3.4069999999999254,44.25400000000013
18,0.012000000000170985,1.1309999999998581,9.259000000000015,5.980000000000018,102.50099999999998
19,0.008000000000038199,0.6759999999999309,6.2029999999999745,3.0950000000000273,21.159000000000106
20,0.009999999999990905,0.7970000000000255,6.9780000000000655,2.421000000000049,30.48700000000008
21,0.010999999999967258,0.9390000000000782,8.510999999999967,3.5299999999999727,52.462999999999965
22,0.006999999999834472,0.7329999999999472,6.287000000000035,2.691000000000031,5.835000000000036
23,0.009000000000014552,0.8099999999999454,7.108999999999924,3.497000000000071,43.30899999999997
24,0.009000000000014552,0.6910000000000309,6.985000000000127,3.3099999999999454,13.613999999999805
25,0.009000000000014552,0.8000000000001819,10.648999999999887,4.43100000000004,28.613000000000056
26,0.009999999999990905,0.8140000000000782,6.788000000000011,3.1240000000000236,21.471000000000004
27,0.009000000000014552,0.8160000000000309,7.203999999999951,3.6980000000000928,20.565000000000055
28,0.013999999999896318,0.8299999999999272,7.332000000000107,3.814000000000078,29.75999999999999
29,0.010999999999967258,0.8669999999999618,7.491000000000213,8.24499999999989,199.82399999999984
30,0.012999999999919964,0.7800000000002001,6.962999999999738,3.2469999999998436,14.623000000000047
31,0.010000000000218279,0.8510000000001128,7.807000000000244,3.5700000000001637,27.635999999999967
32,0.009000000000014552,0.7860000000000582,7.371000000000095,5.768000000000029,30.460000000000036
33,0.010000000000218279,0.8569999999999709,7.447999999999865,4.950000000000273,17.845000000000255
34,0.011999999999716238,1.1280000000001564,10.054999999999836,5.030999999999949,101.25300000000016
35,0.009000000000014552,0.8409999999998945,7.052000000000135,3.3859999999999673,34.371999999999844
36,0.010999999999967258,0.8339999999998327,7.619999999999891,4.008000000000266,68.61099999999988
37,0.009000000000014552,0.8299999999999272,7.03899999999976,3.706000000000131,40.9069999999997
38,0.007999999999810825,0.7729999999996835,7.3520000000003165,3.5690000000004147,15.67599999999993
39,0.009999999999763531,0.9580000000000837,7.483000000000175,4.0649999999996,760.1330000000003
40,0.007999999999810825,0.9349999999999454,7.653000000000247,3.5160000000000764,14.297999999999774
41,0.005999999999858119,0.650000000000091,5.628000000000156,2.407000000000153,11.108000000000175
42,0.010999999999967258,0.8630000000002838,8.48299999999972,4.932999999999993,951.2600000000002
43,0.00800000000072032,0.8320000000003347,6.8969999999999345,3.2819999999992433,23.260999999999513
44,0.006999999999607098,0.6659999999992579,5.773000000000138,2.574999999999818,17.295000000000073
45,0.008999999999105057,0.7539999999999054,5.609999999999673,3.51299999999992,24.908000000000357
46,0.007999999999810825,0.7559999999994034,6.179000000000087,3.4660000000003492,13.42700000000059
47,0.007999999999810825,0.7429999999994834,6.152999999999338,2.592999999999847,20.14100000000053
48,0.009000000000014552,0.7919999999994616,6.389999999999418,3.206999999999425,15.872999999999593
49,0.00800000000072032,0.7600000000002183,6.899000000000342,3.6439999999993233,18.501000000000204
50,0.006999999999607098,0.6629999999995562,5.905999999999949,2.8190000000004147,7.155999999999949
51,0.007999999999810825,0.7470000000002983,6.296999999999571,3.1080000000001746,23.969999999999345
52,0.007999999999810825,0.6189999999996871,6.079999999999927,3.0029999999997017,8.373999999999796
53,0.008999999999105057,0.8289999999997235,6.756999999999607,4.34099999999944,45.16200000000026
54,0.006999999999607098,0.6939999999995052,6.437999999999192,2.6239999999997963,7.746000000000095
55,0.006999999999607098,0.7669999999998254,7.0349999999998545,3.7380000000002838,90.78600000000006
56,0.009000000000014552,0.8019999999996799,7.399999999999636,3.800999999999476,314.65899999999965
57,0.007000000000516593,0.6860000000006039,5.980000000000473,2.451000000000022,6.7739999999994325
58,0.01099999999951251,0.8360000000002401,6.686999999999898,5.24199999999928,382.076
59,0.009000000000014552,0.7369999999991705,7.060999999999694,3.4650000000001455,15.155999999999949
60,0.006999999999607098,0.6759999999994761,6.040000000000873,2.58600000000024,8.222999999999956
61,0.007999999999810825,0.7600000000002183,6.417999999999665,2.7620000000006257,35.13299999999981
62,0.007999999999810825,0.7849999999998545,6.688000000000102,3.4600000000000364,18.73199999999997
63,0.010000000000218279,0.8279999999995198,6.956000000000131,5,16.970000000000255
64,0.015000000000327418,0.88799999999992,7.79700000000048,5.121000000000095,43.91899999999987
65,0.007000000000516593,0.5879999999997381,6.051000000000386,3.0739999999996144,19.61700000000019
66,0.009000000000014552,0.5909999999994398,6.329999999999927,3.459000000000742,32.15800000000036
67,0.007000000000516593,0.6050000000004729,5.833000000000538,2.5739999999996144,6.457999999999629
68,0.007999999999810825,0.6700000000000728,6.304000000000087,3.7489999999997963,86.70399999999972
