i,ml,mom,gmm,cue,el
1,0.013000000000000123,0.278,0.8889999999999998,0.56,8.978000000000002
2,0.026000000000001577,0.21499999999999986,0.9009999999999998,0.43099999999999916,26.009000000000004
3,0.012000000000000455,0.2010000000000005,0.8060000000000045,0.5490000000000066,49.107000000000006
4,0.007999999999995566,0.21599999999999397,0.8710000000000093,0.5619999999999976,6.423000000000002
5,0.008000000000009777,0.21600000000000819,0.9170000000000016,0.6079999999999899,5.638000000000005
6,0.007999999999995566,0.2079999999999984,0.9330000000000069,0.1280000000000001,7.100999999999999
7,0.007999999999995566,0.19699999999998852,0.9309999999999974,0.6560000000000059,10.87299999999999
8,0.007999999999995566,0.2009999999999934,0.8509999999999991,0.262999999999991,7.844999999999999
9,0.009000000000014552,0.21199999999998909,0.9199999999999875,0.5190000000000055,18.563000000000017
10,0.008000000000009777,0.19300000000001205,0.8159999999999741,0.507000000000005,40.607
11,0.012000000000000455,0.2009999999999934,0.893999999999977,0.693000000000012,3.075000000000017
12,0.007999999999981355,0.21700000000001296,0.8970000000000198,0.22299999999998477,53.751000000000005
13,0.012000000000000455,0.20100000000002183,0.8629999999999995,0.5259999999999536,13.939000000000021
14,0.007999999999981355,0.19700000000000273,0.8990000000000009,0.5310000000000059,6.4669999999999845
15,0.008000000000038199,0.2109999999999559,0.9189999999999827,0.5060000000000286,7.517999999999972
16,0.008999999999957708,0.2559999999999718,0.8009999999999877,0.507000000000005,11.326999999999998
17,0.008000000000038199,0.20400000000000773,0.8350000000000364,0.6610000000000014,8.76400000000001
18,0.007999999999981355,0.20500000000004093,0.8239999999999554,0.4759999999999991,4.713999999999999
19,0.007999999999981355,0.20100000000002183,0.8120000000000118,0.4660000000000082,11.604999999999961
20,0.007999999999981355,0.20799999999997,0.9510000000000218,0.6630000000000109,11.962999999999965
21,0.008000000000038199,0.20799999999997,0.8519999999999754,0.6490000000000009,12.012
22,0.007999999999981355,0.21399999999999864,0.9769999999999754,0.5529999999999973,4.3180000000000405
23,0.007999999999981355,0.20699999999999363,0.8639999999999759,0.4379999999999882,6.20799999999997
24,0.008000000000038199,0.19799999999997908,0.8400000000000318,0.563000000000045,5.1720000000000255
25,0.007999999999981355,0.20199999999999818,0.8620000000000232,0.42200000000002547,3.8619999999999663
26,0.007999999999981355,0.20900000000000318,0.8210000000000264,0.5050000000000523,6.088000000000022
27,0.008999999999957708,0.20299999999997453,0.8709999999999809,0.5489999999999782,4.313000000000045
28,0.009000000000014552,0.20600000000001728,0.9830000000000041,0.5769999999999982,17.541999999999973
29,0.007999999999981355,0.2189999999999941,0.8559999999999945,0.5480000000000018,3.4250000000000114
30,0.007999999999981355,0.19599999999996953,0.8600000000000136,0.4319999999999595,18.07499999999999
31,0.007999999999981355,0.20199999999999818,0.8689999999999714,0.5720000000000027,4.865000000000009
32,0.007999999999981355,0.20800000000002683,0.8340000000000032,0.6159999999999854,7.410000000000025
33,0.007999999999981355,0.25099999999997635,0.8779999999999859,0.4970000000000141,32.01299999999998
34,0.007999999999981355,0.21500000000003183,0.8789999999999623,0.875,15.91399999999993
35,0.007999999999924512,0.19700000000000273,0.9099999999999682,0.5919999999999845,8.086000000000013
36,0.007000000000061846,0.19700000000000273,0.8600000000000136,0.38000000000010914,7.856999999999971
37,0.008000000000038199,0.20000000000004547,0.8240000000000691,0.6299999999999955,3.3500000000000227
38,0.012000000000057298,0.20600000000001728,0.8819999999999482,0.6709999999999354,12.954999999999927
39,0.009000000000014552,0.20699999999999363,0.8909999999999627,0.7030000000000882,11.066000000000031
40,0.007999999999924512,0.19700000000000273,0.8849999999999909,0.5399999999999636,6.839999999999918
