i,var,beta,ml,mom,gmm,cue,el
3822,x1,1,0.919280569470005,0.9241688846322476,0.9265347850125643,0.9214676772275978,0.9136037027004948
3822,x2,1,1.0647608742521757,1.0836720201246661,1.104273433845056,1.1014854446089355,1.090900523547115
3822,x3,1,0.9712458392379999,0.9755083067886875,0.9966912353280322,0.9909441162964341,0.9790818558416368
3822,x4,1,0.9077807005146614,0.8786124510087633,0.8868063392816143,0.8831673459872018,0.8813478057126459
3822,x5,1,0.9456497711737974,0.9560801222962088,0.9655364588212338,0.9635402800002336,0.9555454443268531
3823,x1,1,0.9165266245762709,0.9462357656966066,1.0772280785555173,1.0742660960806163,0.9810278194760177
3823,x2,1,0.9096176557834716,0.9455364982101526,1.0669732254177293,1.075381103887336,0.9853583724185415
3823,x3,1,0.7289043343926048,0.7160002381032623,0.8166006347934506,0.8349027967690912,0.7957168322517384
3823,x4,1,1.0324751475972882,1.0744246176616552,1.1931074538642519,1.1474687525658687,1.125615001930485
3823,x5,1,0.9827570009695736,1.0063854976971616,1.111804125650809,1.1060220269634897,1.0301167788144083
3824,x1,1,1.0596788036234945,1.0530168437610188,1.1725476103110242,961.5582672993911,1.1327848183132576
3824,x2,1,1.0128098100415959,0.9863901213665702,1.0487300704623315,-283.6287661755512,1.0023134241295157
3824,x3,1,1.0878250992385314,1.1173914418043998,1.212193036721321,122.18974207988255,1.1375998725625553
3824,x4,1,1.0285234157150085,1.0307612813436615,1.1150173977003373,546.1838983829696,1.0642357328243037
3824,x5,1,0.8623742188687318,0.8769776101973471,0.9649057433566126,-403.5679546988414,0.9077313047173227
3825,x1,1,0.9118039260270303,0.8989010657962847,0.9877514099655886,3756.183107938266,0.9436666052265059
3825,x2,1,0.9888448484445005,0.9820868632692898,1.0535521428283852,-215.77740780526273,0.9938129925202104
3825,x3,1,0.8685088711517283,0.8628458643890883,0.9119028425004886,47.641513363794246,0.8434681712209098
3825,x4,1,1.1100640436240543,1.0970367469597093,1.142896979734913,3111.132548284402,1.1022764567697527
3825,x5,1,1.0889753510189453,1.081397702182671,1.124714635066016,-545.9705306042673,1.0616311358421826
3826,x1,1,0.9350160247114133,0.9409324684617996,0.9937808086029418,17799.528904289557,0.9236508885601857
3826,x2,1,1.059362573909185,1.0587433494204948,1.1136056229565605,4271.974474480904,1.0532179941562054
3826,x3,1,0.9493110147040339,0.9421344875536676,1.0307821407714721,2458.7015098444713,0.9306848880187456
3826,x4,1,1.1195138655555392,1.1248332427539205,1.1705536143339055,-1648.1856666116018,1.118801657488213
3826,x5,1,0.9818852388936239,0.9588053685072794,1.0574318149896598,-8397.148018251433,0.9626947980727474
