i,var,beta,ml,mom,gmm,cue,el
1,x1,-0.7488270657500321,-0.7082694303497318,-0.7103217223496571,-0.8207798523184711,-2747.02660171389,-0.7366906371601253
1,x2,0.29989836373805545,0.2641827571180258,0.2676184012936463,0.22677218270103727,1444.0804534466188,0.2682857521774212
1,x3,0.9272217971417436,1.0724661272465703,1.0726035661992899,1.2582583072019982,1794.996449490863,1.093018589218634
1,x4,-0.5204378213386672,-0.5395099672735605,-0.5384947388809271,-0.7048930279956197,-927.796095337716,-0.587024304895121
1,x5,-0.2981462627682887,-0.2884551588869481,-0.28772921127571266,-0.32550808260607134,10.255090158678001,-0.33393320243557917
1,x6,0.20347401553825373,0.19757086280937677,0.20315276631774343,0.2498429431808816,627.9196568582297,0.1917408268332286
1,x7,0.1249166894663758,0.11512185183419296,0.13196449847567004,0.2489811506928533,913.3287512123977,0.1936817752470579
1,x8,0.45715248470374314,0.4609408029091976,0.4597028670008526,0.6599502083714442,1620.5120891252266,0.5521865344746923
1,x9,0.11094216468650164,0.0833654900023318,0.0717543098099691,0.07922150930688526,373.45316427031366,0.052669432172103056
1,x10,0.11183538270689541,0.0885668704501008,0.08241424963696696,0.0472293319413663,381.155775736199,0.09081419567610392
