i,var,beta,ml,mom,gmm,cue,el
1,x1,1,1.0891363945256833,1.0925663737013154,1.892776569005537,1.7252191276923108,1.338417960170565
1,x2,1,0.9234269326269846,0.9202044825103015,1.5252496628576597,1.24128621675728,1.0198116175681953
1,x3,1,0.9298815989995585,0.9321853780033912,1.7638061993451646,1.6606249715814183,1.1890156057597792
1,x4,1,0.9435612347160334,0.9268132797627678,1.5712725339104021,1.3921651114977747,1.0879626294262361
1,x5,1,0.9213828933392207,0.9188536876898491,1.6121997940530388,1.4519502567693732,1.084451240201659
1,x6,1,0.9788134675078203,0.9665328826081189,1.7849293058799505,1.4685464447953507,1.2313329694640383
1,x7,1,0.9373626151451575,0.9549877106211119,1.748071739397805,1.7861458247689015,1.1793728727546269
1,x8,1,1.0571080585195483,1.0667275141414143,1.868782133380164,1.753675294060478,1.2424424257928168
1,x9,1,1.0969263065981694,1.0839944514287547,1.7457733089440421,1.7718811690179315,1.2005244971164668
1,x10,1,0.9586175207342632,0.9617829103629314,1.7027615180502478,1.673670810388939,1.1914272703253408
2,x1,1,1.0364756115005513,1.0314298145792653,1.4787944555007606,91144.48280230282,0.6267422392299481
2,x2,1,0.8562764601254691,0.8542333585663909,1.248933485278345,8548.962437881304,0.10328785362544164
2,x3,1,0.8937204136757407,0.8896619150660381,1.323860551708391,-9733.79401510839,0.10805109532110439
2,x4,1,1.0343607069054326,1.04284480488559,1.5663925573761333,57038.05687363263,0.13244214215253333
2,x5,1,0.9878857409293184,0.981775589024261,1.4188572028519195,9678.402988023281,0.12286342732745954
2,x6,1,0.919173138912114,0.9029689007606501,1.3377495891013897,-9146.820278914258,0.11479978709209958
2,x7,1,1.0133375828049764,1.0041731864021473,1.5040032332806867,51621.53216754013,0.12232863173733496
2,x8,1,1.0216849889056407,1.030173349848296,1.52276777338807,67200.39742125594,0.13255462330292395
2,x9,1,0.9765858512730828,0.9868481916665984,1.6078652098682795,8453.46724957516,0.11512169289885427
2,x10,1,1.0311156198198024,1.0284626708666855,1.628430686577901,41433.64515940277,0.12919152328330982
3,x1,1,0.9869617824344566,1.002719258456986,1.3076466045582686,209.74352224385186,1.0938977760102706
3,x2,1,0.9265544740503195,0.9461372365204618,1.2451907379182237,183.90140473024994,1.0206930616723136
3,x3,1,0.919960727663194,0.9145307904966653,1.1380748933280038,124.1257743322237,0.985580765196014
3,x4,1,0.8900060721339895,0.9112511139712778,1.1908589321477496,138.39613187865396,0.9629807604916674
3,x5,1,0.8881710780700677,0.9085192655639496,1.2311908602046755,217.74923708154532,1.036125108177946
3,x6,1,1.0266335970775846,1.0547051728801458,1.3620307527442528,365.9044782054733,1.1828802040195199
3,x7,1,0.9894736487751525,1.0059143518729745,1.1948265123381174,131.3659108578379,1.060774199622143
3,x8,1,1.0953808029751388,1.1251318910490957,1.4291572804486623,347.35716135100193,1.1804089357467378
3,x9,1,0.9775740739795324,0.9828899425169731,1.2351227561424756,287.56535069753016,1.080480081455715
3,x10,1,0.9660243792521086,0.9904138106096363,1.3109225312290702,256.2228755948496,1.0377907353205411
4,x1,1,1.142169011401156,1.1367137464894304,1.5465548946933416,1494.153983568387,1.3378978033101445
4,x2,1,1.1297133211480614,1.1376514521250478,1.5927355744142446,-14.346057050653151,1.2648650067443195
4,x3,1,1.1713393576681868,1.1744099119743547,1.6542280572799033,-194.80751539201384,1.3565435441399543
4,x4,1,1.196461487335592,1.1935921939341614,1.6901274578348737,758.9301742830693,1.3129474432476507
4,x5,1,1.1844635858895685,1.2113506735833348,1.6848842432951736,439.0782056970995,1.3820170958417854
4,x6,1,1.1216751392432864,1.1261644594531541,1.5558886542084347,481.89392054032953,1.2102936775359092
4,x7,1,1.0840584827126656,1.1139050690845869,1.5774487942816555,376.46043436128116,1.3249191311529231
4,x8,1,0.9886892711680298,0.9850496530430363,1.4151017565305228,-212.9445802283634,1.1043442126302978
4,x9,1,1.1804360492975283,1.1933024729558113,1.6000692989404297,-393.90438696770536,1.307857214144476
4,x10,1,1.144547863941542,1.1506006647993614,1.6269070632717086,710.2707023989237,1.245946328732596
5,x1,1,0.9334791851863589,0.9319410992910603,1.1140327869920144,14298.128095210543,1.0309043002461615
5,x2,1,1.0126537681352834,1.0461053754588925,1.2768885779717238,14799.713960789335,1.1245296133525713
5,x3,1,1.0613960396355369,1.0707425469268725,1.2477564720670533,171.94606404424434,1.1154646000878166
5,x4,1,1.022391235505787,1.026990039001011,1.238855125231217,-5623.978093096059,1.1201061908314833
5,x5,1,0.9725265945231036,0.9825501773518267,1.0864432539938482,-3440.973231372487,0.9995924467126489
5,x6,1,1.0239426306041273,1.036908356123211,1.209086526911379,2624.567978233207,1.1175990501708855
5,x7,1,1.0010558122398923,1.0210137419536507,1.1650724660985174,-489.70233478593764,1.0871550640558676
5,x8,1,1.0744842827748182,1.1024575717765566,1.3050661812418596,-5346.901550160268,1.169490002911228
5,x9,1,1.1066727833058136,1.1166743223180937,1.3182905511607892,6530.992038804366,1.2176448993671964
5,x10,1,0.911134298828556,0.9278149468354925,1.0883505563343052,9590.877352217592,0.9910606615264248
6,x1,1,1.0681341021572621,1.0576871076373537,1.2331872805557649,1369.2751961424185,0.6203259539010378
6,x2,1,0.9905141206824173,0.9916173925215702,1.1109760918649076,905.4032448784053,0.11098723362989037
6,x3,1,1.0712383675282044,1.062754633247457,1.2637993883815124,69.59715195207683,0.11570830078238009
6,x4,1,1.0881123067372998,1.0921877630857553,1.2593525994098445,316.1879374536598,0.12123113328722257
6,x5,1,1.0202671329614774,1.0203455149563914,1.178770080770899,366.4205178304993,0.11113586911616136
6,x6,1,0.9649015648363435,0.9574772618493216,1.1480306402312066,868.3999450961572,0.10748286159578557
